@relation 'bad_actors-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,2-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1_predicted'

@attribute boost_score_avg numeric
@attribute boost_score_std_dev numeric
@attribute boost_score_sum numeric
@attribute boosting_timeslots_count numeric
@attribute cocitation_net_betweenness_centrality numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality numeric
@attribute cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute count_authors_sharing_boosted_posts numeric
@attribute max_tfidf numeric
@attribute sum_tfidf numeric
@attribute topic_net_betweenness_centrality numeric
@attribute topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_closeness_centrality numeric
@attribute topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_degree_centrality numeric
@attribute topic_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality numeric
@attribute topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality numeric
@attribute topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute 'prediction margin' numeric
@attribute 'predicted author_type' {bad_actor,good_actor}
@attribute author_type {bad_actor,good_actor}

@data
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.004556,31.5697,28.6494,0.00317,0.002444,5.255991,5.420382,0.00792,0.009043,0.538354,6.273979,15.878217,0.553106,0.531394,-0.423692,3.172061,0.054812,0.061118,0.352332,7.674347,15.700026,0.43238,0.29747,1.966923,3.604852,0.204792,0.25889,0.176166,7.674347,15.700026,0.21619,0.148735,1.966923,3.604852,0.102396,0.129445,0.176166,7.674347,15.700026,0.21619,0.148735,1.966923,3.604852,0.102396,0.129445,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.002858,4.401281,29.609816,0.007406,0.002377,2.463218,5.50502,0.016635,0.008922,0.570162,4.222164,15.983551,0.57827,0.529956,2.298071,3.175929,0.092497,0.060841,0.502591,3.30708,15.880545,0.505287,0.291515,2.061094,3.608766,0.404307,0.257567,0.251295,3.30708,15.880545,0.252644,0.145757,2.061094,3.608766,0.202153,0.128784,0.251295,3.30708,15.880545,0.252644,0.145757,2.061094,3.608766,0.202153,0.128784,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000024,9.943263,22.388261,0.006525,0.002927,3.150128,4.834312,0.017506,0.009998,0.455189,6.110829,16.998616,0.547218,0.540234,2.197605,3.906023,0.079948,0.0612,0.046632,6.29279,13.284228,0.366839,0.323851,2.354771,3.408186,0.37485,0.27718,0.023316,6.29279,13.284228,0.18342,0.161926,2.354771,3.408186,0.187425,0.13859,0.023316,6.29279,13.284228,0.18342,0.161926,2.354771,3.408186,0.187425,0.13859,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000768,2.114167,29.26141,0.009503,0.002401,1.972867,5.474499,0.018922,0.008965,0.545969,2.13939,17.191011,0.585393,0.531319,1.90028,3.458217,0.106305,0.059632,0.367876,1.520116,15.864241,0.529793,0.293936,1.719975,3.615926,0.465695,0.257814,0.183938,1.520116,15.864241,0.264896,0.146968,1.719975,3.615926,0.232847,0.128907,0.183938,1.520116,15.864241,0.264896,0.146968,1.719975,3.615926,0.232847,0.128907,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000056,-2.015684,27.864181,0.022589,0.002502,0.438056,5.350222,0.027299,0.009147,0.498065,-1.980874,18.3769,0.654985,0.534407,0.375747,3.740285,0.168478,0.058735,0.098446,-1.982309,15.454649,0.807772,0.301256,0.353897,3.589944,0.723006,0.260577,0.049223,-1.982309,15.454649,0.403886,0.150628,0.353897,3.589944,0.361503,0.130289,0.049223,-1.982309,15.454649,0.403886,0.150628,0.353897,3.589944,0.361503,0.130289,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.376238,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.001015,2.130008,29.174166,0.009369,0.002408,1.979756,5.466823,0.018963,0.008976,0.545198,2.097404,17.29487,0.583415,0.531544,1.878544,3.478534,0.107387,0.059548,0.367876,1.525141,15.842497,0.520509,0.294451,1.719723,3.614588,0.469644,0.257958,0.183938,1.525141,15.842497,0.260255,0.147225,1.719723,3.614588,0.234822,0.128979,0.183938,1.525141,15.842497,0.260255,0.147225,1.719723,3.614588,0.234822,0.128979,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.376238,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000539,0.725857,29.34856,0.011752,0.002395,1.598479,5.482151,0.020726,0.008954,0.535368,0.767828,17.064714,0.595203,0.531079,1.530868,3.433317,0.117831,0.059738,0.290155,0.323196,15.886098,0.57113,0.293424,1.381281,3.617288,0.515726,0.25767,0.145078,0.323196,15.886098,0.285565,0.146712,1.381281,3.617288,0.257863,0.128835,0.145078,0.323196,15.886098,0.285565,0.146712,1.381281,3.617288,0.257863,0.128835,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.001078,3.051877,29.696908,0.008673,0.00237,2.183959,5.512622,0.01779,0.008911,0.558611,3.209488,15.672359,0.589497,0.529598,2.129528,3.104294,0.096136,0.061169,0.42487,2.509833,15.872658,0.559648,0.290853,1.93032,3.604832,0.415583,0.25756,0.212435,2.509833,15.872658,0.279824,0.145427,1.93032,3.604832,0.207792,0.12878,0.212435,2.509833,15.872658,0.279824,0.145427,1.93032,3.604832,0.207792,0.12878,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000622,0.071168,28.738214,0.012554,0.002439,1.432088,5.428322,0.022482,0.009032,0.519515,0.118188,19.063025,0.593728,0.533216,1.373782,3.913219,0.134306,0.057938,0.212435,-0.019423,15.889161,0.555021,0.297865,1.321279,3.636357,0.577749,0.25796,0.106218,-0.019423,15.889161,0.27751,0.148933,1.321279,3.636357,0.288874,0.12898,0.106218,-0.019423,15.889161,0.27751,0.148933,1.321279,3.636357,0.288874,0.12898,0.590522,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000146,-0.958899,26.840866,0.016022,0.00257,1.046603,5.258565,0.024625,0.009291,0.496144,-0.981804,17.588595,0.611641,0.534089,1.004311,3.691992,0.153417,0.059809,0.145078,-1.000681,14.85405,0.623906,0.299182,0.991695,3.533491,0.65624,0.265408,0.072539,-1.000681,14.85405,0.311953,0.149591,0.991695,3.533491,0.32812,0.132704,0.072539,-1.000681,14.85405,0.311953,0.149591,0.991695,3.533491,0.32812,0.132704,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000481,-0.140968,29.087054,0.013344,0.002414,1.333429,5.459155,0.022458,0.008987,0.525886,-0.015078,17.669563,0.60207,0.531912,1.312207,3.566632,0.12795,0.059194,0.238342,-0.311166,15.849067,0.592437,0.295118,1.201528,3.618358,0.561027,0.257971,0.119171,-0.311166,15.849067,0.296219,0.147559,1.201528,3.618358,0.280514,0.128986,0.119171,-0.311166,15.849067,0.296219,0.147559,1.201528,3.618358,0.280514,0.128986,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000129,-1.479216,29.348589,0.019692,0.002395,0.718831,5.482155,0.024935,0.008954,0.517426,-1.346202,17.045381,0.635176,0.531069,0.705494,3.427509,0.144155,0.05976,0.160622,-1.526478,15.90669,0.732351,0.293519,0.578817,3.621177,0.637477,0.257577,0.080311,-1.526478,15.90669,0.366176,0.14676,0.578817,3.621177,0.318739,0.128788,0.080311,-1.526478,15.90669,0.366176,0.14676,0.578817,3.621177,0.318739,0.128788,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000593,-2.01813,28.824758,0.026202,0.002432,0.221921,5.435962,0.025716,0.009021,0.507895,-1.525691,18.529103,0.668009,0.532844,0.024152,3.769131,0.156666,0.058425,0.119171,-1.803284,15.832507,0.909111,0.296922,0.017998,3.623413,0.649807,0.25818,0.059585,-1.803284,15.832507,0.454555,0.148461,0.017998,3.623413,0.324903,0.12909,0.059585,-1.803284,15.832507,0.454555,0.148461,0.017998,3.623413,0.324903,0.12909,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.00076,0.990409,29.260762,0.011163,0.002401,1.689355,5.474416,0.020591,0.008965,0.527322,0.681188,17.064393,0.588138,0.531228,1.477147,3.43266,0.127814,0.059755,0.238342,0.585472,15.893255,0.545254,0.294072,1.500236,3.621395,0.537386,0.257682,0.119171,0.585472,15.893255,0.272627,0.147036,1.500236,3.621395,0.268693,0.128841,0.119171,0.585472,15.893255,0.272627,0.147036,1.500236,3.621395,0.268693,0.128841,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000008,-1.965943,9.533168,0.002177,0.005045,-0.034227,3.314645,0.002014,0.013558,0.38833,-2.199132,6.93215,0.465792,0.554732,-0.34485,2.402679,0.068121,0.083136,0.046632,-0.379121,6.27401,0.146632,0.40006,0.740853,2.534424,0.107027,0.355853,0.023316,-0.379121,6.27401,0.073316,0.20003,0.740853,2.534424,0.053513,0.177926,0.023316,-0.379121,6.27401,0.073316,0.20003,0.740853,2.534424,0.053513,0.177926,0.59703,good_actor,good_actor
0.000031,0.000001,0.000062,0,0,?,?,0,0,?,?,0,0,0.016129,?,?,0.016129,0.016129,?,?,0,0,0.032258,?,?,0.032258,0.032258,?,?,0,0,0.016129,?,?,0.016129,0.016129,?,?,0,0,0.016129,?,?,0.016129,0.016129,?,?,0,0,0,?,?,0.000129,-0.447032,26.899071,0.013957,0.002571,1.256073,5.26251,0.02368,0.009279,0.499353,-0.511511,18.165625,0.604188,0.53444,1.198179,3.859585,0.144802,0.059148,0.165803,-0.54388,14.929335,0.59978,0.299552,1.17641,3.5459,0.615724,0.264848,0.082902,-0.54388,14.929335,0.29989,0.149776,1.17641,3.5459,0.307862,0.132424,0.082902,-0.54388,14.929335,0.29989,0.149776,1.17641,3.5459,0.307862,0.132424,0.59703,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.376238,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000138,-1.570734,29.087216,0.019493,0.002414,0.716192,5.459176,0.025738,0.008987,0.511936,-1.468452,17.500569,0.635042,0.531788,0.704179,3.53166,0.152864,0.059357,0.134715,-1.543952,15.902444,0.723853,0.295378,0.634956,3.6283,0.665802,0.257727,0.067358,-1.543952,15.902444,0.361927,0.147689,0.634956,3.6283,0.332901,0.128864,0.067358,-1.543952,15.902444,0.361927,0.147689,0.634956,3.6283,0.332901,0.128864,0.59703,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.376238,good_actor,bad_actor
0.001098,0.003609,0.047193,0,0.00447,3.330463,4.683132,0.005671,0.004221,1.841262,2.115699,0.007755,0.006706,0.193548,-0.891932,-0.530459,0.18104,0.165696,0.475047,0.563729,0.027401,0.031038,0.322581,-1.323598,-0.783366,0.26393,0.206093,0.264144,0.560163,0.09765,0.110721,0.16129,-1.323598,-0.783366,0.131965,0.103047,0.264144,0.560163,0.048825,0.055361,0.16129,-1.323598,-0.783366,0.131965,0.103047,0.264144,0.560163,0.048825,0.055361,0,?,?,0.000757,2.786307,28.913129,0.008608,0.002427,2.134338,5.443824,0.018362,0.009009,0.546742,2.717371,19.048385,0.572626,0.532924,2.00263,3.905389,0.106647,0.057925,0.393782,2.519799,15.930656,0.517395,0.296807,1.998735,3.638534,0.438506,0.257682,0.196891,2.519799,15.930656,0.258697,0.148404,1.998735,3.638534,0.219253,0.128841,0.196891,2.519799,15.930656,0.258697,0.148404,1.998735,3.638534,0.219253,0.128841,0.777228,bad_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.002175,3.158958,29.000191,0.00836,0.00242,2.199202,5.451508,0.017721,0.008998,0.553802,3.121697,18.60925,0.575513,0.532548,2.102377,3.799307,0.101088,0.058309,0.435233,2.527277,15.913468,0.51466,0.296091,1.955482,3.632644,0.429715,0.257717,0.217617,2.527277,15.913468,0.25733,0.148045,1.955482,3.632644,0.214858,0.128858,0.217617,2.527277,15.913468,0.25733,0.148045,1.955482,3.632644,0.214858,0.128858,0.777228,bad_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.003361,-0.124102,28.387633,0.013764,0.002463,1.328567,5.39709,0.022273,0.009077,0.513981,-0.389638,17.240061,0.59011,0.532759,0.911919,3.474659,0.150363,0.059752,0.19171,-0.46268,15.508748,0.57622,0.297404,1.140231,3.582987,0.60469,0.260104,0.095855,-0.46268,15.508748,0.28811,0.148702,1.140231,3.582987,0.302345,0.130052,0.095855,-0.46268,15.508748,0.28811,0.148702,1.140231,3.582987,0.302345,0.130052,-0.59703,good_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000038,-2.152322,27.776519,0.026551,0.002509,0.098007,5.342315,0.027149,0.009159,0.497423,-2.060609,19.148213,0.672602,0.534915,0.105808,3.942492,0.165119,0.058025,0.098446,-2.088951,15.430289,0.882383,0.301458,0.030749,3.589358,0.727736,0.260802,0.049223,-2.088951,15.430289,0.441192,0.150729,0.030749,3.589358,0.363868,0.130401,0.049223,-2.088951,15.430289,0.441192,0.150729,0.030749,3.589358,0.363868,0.130401,-0.59703,good_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000012,32.641931,23.225092,0.002552,0.002862,5.617098,4.915103,0.009349,0.009847,0.475956,12.056055,17.686005,0.534492,0.540474,2.673229,3.971397,0.048192,0.060139,0.186528,17.219157,13.874519,0.364515,0.328899,3.696977,3.463999,0.199686,0.271387,0.093264,17.219157,13.874519,0.182257,0.16445,3.696977,3.463999,0.099843,0.135694,0.093264,17.219157,13.874519,0.182257,0.16445,3.696977,3.463999,0.099843,0.135694,0.691337,bad_actor,bad_actor
0.000072,0.000416,0.002505,0,0.004848,-0.96212,4.344006,0.006502,0.004479,0.427147,2.043175,0.005,0.00682,0.163306,-0.58817,-0.51995,0.177734,0.167059,-0.23514,0.381232,0.036191,0.031712,0.193548,-1.495693,-0.821048,0.248848,0.216319,0.151537,0.623106,0.120287,0.10562,0.096774,-1.495693,-0.821048,0.124424,0.108159,0.151537,0.623106,0.060144,0.05281,0.096774,-1.495693,-0.821048,0.124424,0.108159,0.151537,0.623106,0.060144,0.05281,0,?,?,0.000728,2.870826,28.913064,0.008454,0.002427,2.161376,5.443815,0.018355,0.009009,0.546742,2.899625,18.579599,0.571311,0.532682,2.05557,3.790314,0.106283,0.058356,0.393782,2.772584,15.880157,0.510867,0.296519,2.069408,3.629564,0.435909,0.257919,0.196891,2.772584,15.880157,0.255434,0.148259,2.069408,3.629564,0.217954,0.128959,0.196891,2.772584,15.880157,0.255434,0.148259,2.069408,3.629564,0.217954,0.128959,0.777228,bad_actor,bad_actor
0.000067,0,0.000067,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000134,0.186067,26.37146,0.012284,0.00261,1.472645,5.213882,0.022455,0.009355,0.498708,0.089646,16.306563,0.595172,0.534011,1.408655,3.432816,0.13679,0.061152,0.19171,0.032438,14.432455,0.559313,0.298374,1.375464,3.479721,0.583715,0.268151,0.095855,0.032438,14.432455,0.279656,0.149187,1.375464,3.479721,0.291858,0.134076,0.095855,0.032438,14.432455,0.279656,0.149187,1.375464,3.479721,0.291858,0.134076,-0.59703,good_actor,bad_actor
0,0,0,0,0,0,0,0,0,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0.096774,0,0,0.096774,0.096774,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0.048387,0,0,0.048387,0.048387,0,0,0,0,0,?,?,0.000911,-2.049498,29.173102,0.02516,0.002407,0.257471,5.466689,0.026497,0.008976,0.510582,-1.6985,16.928933,0.648585,0.531338,0.128162,3.387493,0.171338,0.059926,0.119171,-1.982293,15.825036,0.81563,0.294328,0.208444,3.611775,0.711338,0.258044,0.059585,-1.982293,15.825036,0.407815,0.147164,0.208444,3.611775,0.355669,0.129022,0.059585,-1.982293,15.825036,0.407815,0.147164,0.208444,3.611775,0.355669,0.129022,-0.59703,good_actor,bad_actor
