@relation 'bad_actors-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,2-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1_predicted'

@attribute boost_score_avg numeric
@attribute boost_score_std_dev numeric
@attribute boost_score_sum numeric
@attribute boosting_timeslots_count numeric
@attribute cocitation_net_betweenness_centrality numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality numeric
@attribute cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_in_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute cocitation_net_out_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute count_authors_sharing_boosted_posts numeric
@attribute max_tfidf numeric
@attribute sum_tfidf numeric
@attribute topic_net_betweenness_centrality numeric
@attribute topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_betweenness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_closeness_centrality numeric
@attribute topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_closeness_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_closeness_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_degree_centrality numeric
@attribute topic_net_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality numeric
@attribute topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_in_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality numeric
@attribute topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_kurt_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_mean_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_skew_neighb_size_2 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_std_neighb_size_1 numeric
@attribute topic_net_out_degree_centrality_aggregation_function_std_neighb_size_2 numeric
@attribute 'prediction margin' numeric
@attribute 'predicted author_type' {bad_actor,good_actor}
@attribute author_type {bad_actor,good_actor}

@data
0.000388,0.000384,0.000776,0,0,?,?,0,0,?,?,0,0,0.016129,?,?,0.016129,0.016129,?,?,0,0,0.032258,?,?,0.032258,0.032258,?,?,0,0,0.016129,?,?,0.016129,0.016129,?,?,0,0,0.016129,?,?,0.016129,0.016129,?,?,0,0,0,?,?,0.000033,41.465392,26.72735,0.00243,0.002582,6.183781,5.246964,0.007554,0.009304,0.512616,23.693134,18.072629,0.541478,0.535573,4.113493,3.780224,0.034588,0.059187,0.279793,26.43656,15.174525,0.384833,0.308364,4.605311,3.575823,0.15396,0.262536,0.139896,26.43656,15.174525,0.192416,0.154182,4.605311,3.575823,0.07698,0.131268,0.139896,26.43656,15.174525,0.192416,0.154182,4.605311,3.575823,0.07698,0.131268,0.691337,bad_actor,bad_actor
0.001723,0.004578,0.079243,0,0.014212,3.158817,5.055902,0.005256,0.004008,1.770929,2.192737,0.007306,0.006583,0.227209,-0.655758,-0.538287,0.175029,0.163226,0.496111,0.5452,0.028394,0.032027,0.419355,-0.975147,-0.71234,0.239631,0.20034,0.412772,0.643581,0.101785,0.110486,0.209677,-0.975147,-0.71234,0.119816,0.10017,0.412772,0.643581,0.050892,0.055243,0.209677,-0.975147,-0.71234,0.119816,0.10017,0.412772,0.643581,0.050892,0.055243,0,?,?,0.000723,2.778318,28.913129,0.008518,0.002427,2.141222,5.443824,0.018467,0.009009,0.545969,2.810077,19.048385,0.571581,0.532924,2.036869,3.905389,0.106958,0.057925,0.388601,2.680501,15.930656,0.511931,0.296807,2.049157,3.638534,0.438773,0.257682,0.194301,2.680501,15.930656,0.255965,0.148404,2.049157,3.638534,0.219387,0.128841,0.194301,2.680501,15.930656,0.255965,0.148404,2.049157,3.638534,0.219387,0.128841,0.658757,bad_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000012,32.641931,23.225092,0.002552,0.002862,5.617098,4.915103,0.009349,0.009847,0.475956,12.056055,17.686005,0.534492,0.540474,2.673229,3.971397,0.048192,0.060139,0.186528,17.219157,13.874519,0.364515,0.328899,3.696977,3.463999,0.199686,0.271387,0.093264,17.219157,13.874519,0.182257,0.16445,3.696977,3.463999,0.099843,0.135694,0.093264,17.219157,13.874519,0.182257,0.16445,3.696977,3.463999,0.099843,0.135694,0.691337,bad_actor,bad_actor
0,0.000001,0.000003,0,0.000176,3.343511,1.03175,0.003443,0.008272,1.829291,1.118808,0.005252,0.008462,0.118768,-1.021435,-1.654274,0.142452,0.173387,0.89337,-0.071881,0.028697,0.042317,0.096774,2.615468,-1.88033,0.137097,0.237903,1.658524,0.319666,0.061064,0.132373,0.048387,2.615468,-1.88033,0.068548,0.118952,1.658524,0.319666,0.030532,0.066187,0.048387,2.615468,-1.88033,0.068548,0.118952,1.658524,0.319666,0.030532,0.066187,0,?,?,0.000731,2.691328,28.738858,0.008686,0.00244,2.112845,5.428405,0.018471,0.009032,0.544429,2.62565,19.725262,0.573222,0.533569,1.981217,4.068445,0.107226,0.057361,0.388601,2.432371,15.963332,0.520453,0.298238,1.978073,3.650062,0.440592,0.25762,0.194301,2.432371,15.963332,0.260226,0.149119,1.978073,3.650062,0.220296,0.12881,0.194301,2.432371,15.963332,0.260226,0.149119,1.978073,3.650062,0.220296,0.12881,0.658757,bad_actor,bad_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000521,2.452672,28.913067,0.008896,0.002427,2.054414,5.443816,0.018615,0.009009,0.53986,2.552962,18.651691,0.578972,0.532735,2.030882,3.803402,0.107901,0.058294,0.34715,2.262835,15.921493,0.53345,0.296766,1.95745,3.636779,0.449428,0.257723,0.173575,2.262835,15.921493,0.266725,0.148383,1.95745,3.636779,0.224714,0.128861,0.173575,2.262835,15.921493,0.266725,0.148383,1.95745,3.636779,0.224714,0.128861,0.658757,bad_actor,bad_actor
0.004314,0,0.008627,0,0,0,0,0,0,0,0,0,0,0.193548,0,0,0.193548,0.193548,0,0,0,0,0.387097,0,0,0.387097,0.387097,0,0,0,0,0.193548,0,0,0.193548,0.193548,0,0,0,0,0.193548,0,0,0.193548,0.193548,0,0,0,0,0,?,?,0.000011,-1.99722,28.913127,0.03243,0.002427,-0.286197,5.443824,0.025455,0.009009,0.505236,-1.722299,19.096424,0.711133,0.532944,-0.284543,3.920877,0.143948,0.057876,0.093264,-1.540072,15.930656,1.081811,0.296807,-0.472026,3.638534,0.615458,0.257682,0.046632,-1.540072,15.930656,0.540905,0.148404,-0.472026,3.638534,0.307729,0.128841,0.046632,-1.540072,15.930656,0.540905,0.148404,-0.472026,3.638534,0.307729,0.128841,0.276129,bad_actor,bad_actor
0.000522,0.000722,0.001566,0,0,?,2.878494,0.008318,0.005452,1.732051,1.729331,0.014406,0.007501,0.130645,?,-0.719013,0.159677,0.175207,1.732051,0.206372,0.050285,0.030624,0.064516,?,-1.007361,0.172043,0.235732,1.732051,0.022873,0.186242,0.115848,0.032258,?,-1.007361,0.086022,0.117866,1.732051,0.022873,0.093121,0.057924,0.032258,?,-1.007361,0.086022,0.117866,1.732051,0.022873,0.093121,0.057924,0,?,?,0.00037,26.413716,27.691227,0.003014,0.002511,5.080003,5.334767,0.00943,0.009171,0.530949,12.322096,18.440531,0.538356,0.53449,2.897809,3.804712,0.045892,0.058675,0.357513,15.180887,15.534479,0.37624,0.30343,3.574069,3.607164,0.198015,0.260212,0.178756,15.180887,15.534479,0.18812,0.151715,3.574069,3.607164,0.099007,0.130106,0.178756,15.180887,15.534479,0.18812,0.151715,3.574069,3.607164,0.099007,0.130106,0.691337,bad_actor,bad_actor
0.000016,0,0.000016,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000438,0.754511,28.038912,0.010988,0.002489,1.647289,5.365923,0.021389,0.009123,0.518121,0.758737,18.892467,0.584338,0.534313,1.579134,3.880292,0.127996,0.05821,0.243523,0.606853,15.524412,0.518351,0.299996,1.526199,3.598241,0.548638,0.260219,0.121762,0.606853,15.524412,0.259175,0.149998,1.526199,3.598241,0.274319,0.13011,0.121762,0.606853,15.524412,0.259175,0.149998,1.526199,3.598241,0.274319,0.13011,-0.940594,good_actor,bad_actor
0,0,0,0,0,0,0,0,0,0,0,0,0,0.193548,0,0,0.193548,0.193548,0,0,0,0,0.387097,0,0,0.387097,0.387097,0,0,0,0,0.193548,0,0,0.193548,0.193548,0,0,0,0,0.193548,0,0,0.193548,0.193548,0,0,0,0,0,?,?,0.000035,-1.999379,28.737681,0.026381,0.002439,0.199692,5.428255,0.02565,0.009032,0.507227,-1.769251,19.038013,0.677913,0.533251,0.172032,3.89683,0.144811,0.057968,0.119171,-1.797978,15.84971,0.942573,0.297644,0.021798,3.629311,0.618173,0.258145,0.059585,-1.797978,15.84971,0.471287,0.148822,0.021798,3.629311,0.309087,0.129072,0.059585,-1.797978,15.84971,0.471287,0.148822,0.021798,3.629311,0.309087,0.129072,0.778949,bad_actor,bad_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000381,9.263249,21.936218,0.001271,0.002972,2.647247,4.788662,0.001295,0.010077,0.460621,1.041654,15.45062,0.521956,0.540485,-1.137856,3.554712,0.033625,0.06286,0.124352,-0.957272,13.477593,0.267979,0.338794,0.263584,3.437002,0.114406,0.274303,0.062176,-0.957272,13.477593,0.13399,0.169397,0.263584,3.437002,0.057203,0.137152,0.062176,-0.957272,13.477593,0.13399,0.169397,0.263584,3.437002,0.057203,0.137152,-0.62566,good_actor,bad_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.055156,24.032819,29.783998,0.002804,0.002364,4.994402,5.520214,0.009713,0.0089,0.853982,17.869571,15.339219,0.537713,0.529222,3.991257,3.025144,0.060104,0.061536,1.658031,13.542687,15.862186,0.305635,0.290182,3.411382,3.600429,0.275743,0.257565,0.829016,13.542687,15.862186,0.152817,0.145091,3.411382,3.600429,0.137871,0.128783,0.829016,13.542687,15.862186,0.152817,0.145091,3.411382,3.600429,0.137871,0.128783,-0.449788,good_actor,bad_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000871,1.351344,28.737731,0.010731,0.002439,1.778588,5.428261,0.019939,0.009032,0.533887,1.432456,18.993941,0.591336,0.533237,1.716889,3.880361,0.11217,0.058018,0.316062,0.908108,15.885101,0.557998,0.297824,1.531899,3.635842,0.489198,0.257981,0.158031,0.908108,15.885101,0.278999,0.148912,1.531899,3.635842,0.244599,0.128991,0.158031,0.908108,15.885101,0.278999,0.148912,1.531899,3.635842,0.244599,0.128991,0.496418,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.376238,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000105,-1.125291,28.737529,0.017283,0.002438,0.938582,5.428235,0.024511,0.009032,0.514667,-0.95125,18.716724,0.61996,0.533105,0.937257,3.811885,0.141768,0.058269,0.176166,-1.134481,15.855893,0.665285,0.297672,0.826915,3.630504,0.622148,0.258116,0.088083,-1.134481,15.855893,0.332642,0.148836,0.826915,3.630504,0.311074,0.129058,0.088083,-1.134481,15.855893,0.332642,0.148836,0.826915,3.630504,0.311074,0.129058,-0.430647,bad_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000238,-1.034632,29.087312,0.016711,0.002414,0.974349,5.459188,0.024223,0.008987,0.518817,-0.904562,18.222273,0.614426,0.532188,0.942558,3.708577,0.142405,0.058651,0.186528,-1.101682,15.909185,0.646548,0.295432,0.846672,3.629271,0.622757,0.257693,0.093264,-1.101682,15.909185,0.323274,0.147716,0.846672,3.629271,0.311378,0.128847,0.093264,-1.101682,15.909185,0.323274,0.147716,0.846672,3.629271,0.311378,0.128847,0.496418,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.389148,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.001711,3.712988,29.783998,0.008145,0.002364,2.317213,5.520214,0.017113,0.0089,0.565982,3.637269,15.339219,0.584698,0.529222,2.181402,3.025144,0.094041,0.061536,0.466321,2.770282,15.862186,0.538632,0.290182,1.938738,3.600429,0.409248,0.257565,0.233161,2.770282,15.862186,0.269316,0.145091,1.938738,3.600429,0.204624,0.128783,0.233161,2.770282,15.862186,0.269316,0.145091,1.938738,3.600429,0.204624,0.128783,0.266796,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000039,29.421025,28.563611,0.003339,0.002445,5.085732,5.412887,0.008188,0.009056,0.533887,14.083078,15.861129,0.564486,0.531521,3.430027,3.170454,0.036735,0.061151,0.326425,11.623431,15.672734,0.463488,0.297962,3.175972,3.602605,0.182173,0.259063,0.163212,11.623431,15.672734,0.231744,0.148981,3.175972,3.602605,0.091087,0.129532,0.163212,11.623431,15.672734,0.231744,0.148981,3.175972,3.602605,0.091087,0.129532,0.813657,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000452,-0.699449,28.040495,0.015031,0.002491,1.154005,5.366122,0.023893,0.009123,0.509235,-0.622273,18.987937,0.60573,0.534363,1.057358,3.908261,0.144983,0.058114,0.176166,-0.682031,15.567642,0.617469,0.300419,1.090512,3.605175,0.609866,0.259978,0.088083,-0.682031,15.567642,0.308734,0.15021,1.090512,3.605175,0.304933,0.129989,0.088083,-0.682031,15.567642,0.308734,0.15021,1.090512,3.605175,0.304933,0.129989,0.813657,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000349,3.050874,29.696933,0.008775,0.00237,2.178107,5.512625,0.017822,0.008911,0.552217,3.107054,15.641463,0.593392,0.529581,2.135687,3.094505,0.097272,0.061209,0.38342,2.554779,15.875698,0.579896,0.290867,1.985063,3.605414,0.414553,0.257547,0.19171,2.554779,15.875698,0.289948,0.145433,1.985063,3.605414,0.207277,0.128773,0.19171,2.554779,15.875698,0.289948,0.145433,1.985063,3.605414,0.207277,0.128773,0.813657,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.001053,1.65665,29.435704,0.010205,0.002389,1.858072,5.489792,0.019441,0.008943,0.543662,1.670515,16.659384,0.587417,0.530688,1.770076,3.334111,0.110228,0.060148,0.341969,1.13403,15.900747,0.540484,0.292861,1.60829,3.617558,0.481084,0.257561,0.170984,1.13403,15.900747,0.270242,0.146431,1.60829,3.617558,0.240542,0.128781,0.170984,1.13403,15.900747,0.270242,0.146431,1.60829,3.617558,0.240542,0.128781,0.813657,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.389148,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000004,-2.240375,24.121192,0.031612,0.002797,-0.324598,5.002954,0.028213,0.009699,0.468447,-2.198298,17.93392,0.703122,0.537641,-0.340699,3.998088,0.181196,0.060024,0.067358,-2.215947,13.595817,1.014434,0.305329,-0.334268,3.417817,0.772322,0.275368,0.033679,-2.215947,13.595817,0.507217,0.152665,-0.334268,3.417817,0.386161,0.137684,0.033679,-2.215947,13.595817,0.507217,0.152665,-0.334268,3.417817,0.386161,0.137684,0.594143,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.000867,1.746543,29.609816,0.009738,0.002377,1.89473,5.50502,0.019547,0.008922,0.545198,1.899298,15.983551,0.592937,0.529956,1.838974,3.175929,0.106608,0.060841,0.341969,1.472798,15.880545,0.57049,0.291515,1.701859,3.608766,0.458906,0.257567,0.170984,1.472798,15.880545,0.285245,0.145757,1.701859,3.608766,0.229453,0.128784,0.170984,1.472798,15.880545,0.285245,0.145757,1.701859,3.608766,0.229453,0.128784,0.813657,good_actor,good_actor
0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0.002734,0.209954,29.174402,0.012765,0.002408,1.444973,5.466854,0.021645,0.008976,0.529492,0.081041,17.823142,0.585868,0.531818,1.148861,3.613389,0.134569,0.059016,0.259067,-0.146186,15.899108,0.541908,0.29475,1.219023,3.624802,0.568461,0.257696,0.129534,-0.146186,15.899108,0.270954,0.147375,1.219023,3.624802,0.28423,0.128848,0.129534,-0.146186,15.899108,0.270954,0.147375,1.219023,3.624802,0.28423,0.128848,0.813657,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000844,3.249085,29.609843,0.008525,0.002377,2.221394,5.505023,0.01765,0.008922,0.553009,3.114509,15.987365,0.589998,0.529959,2.084926,3.177098,0.098022,0.060836,0.393782,2.621737,15.886593,0.567055,0.291542,1.974058,3.609921,0.41579,0.25754,0.196891,2.621737,15.886593,0.283527,0.145771,1.974058,3.609921,0.207895,0.12877,0.196891,2.621737,15.886593,0.283527,0.145771,1.974058,3.609921,0.207895,0.12877,0.813657,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000007,-2.436662,10.588939,0.001452,0.004783,-0.059868,3.470987,0.001134,0.013142,0.391481,5.648333,7.777942,0.511615,0.554015,-2.229702,2.571654,0.051359,0.080173,0.036269,-1.356124,7.03667,0.217617,0.399182,0.196287,2.658661,0.131692,0.343496,0.018135,-1.356124,7.03667,0.108808,0.199591,0.196287,2.658661,0.065846,0.171748,0.018135,-1.356124,7.03667,0.108808,0.199591,0.196287,2.658661,0.065846,0.171748,0.594143,good_actor,good_actor
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.001724,0.282326,28.389436,0.012278,0.002465,1.483422,5.397321,0.021735,0.009077,0.519515,0.248679,17.79625,0.59288,0.533139,1.229201,3.611047,0.132369,0.059179,0.233161,0.085436,15.521716,0.564654,0.297557,1.343446,3.585742,0.555436,0.260023,0.11658,0.085436,15.521716,0.282327,0.148779,1.343446,3.585742,0.277718,0.130012,0.11658,0.085436,15.521716,0.282327,0.148779,1.343446,3.585742,0.277718,0.130012,-0.782178,bad_actor,good_actor
